Tournament,Stage,Match Type,Match Name,Team,Action,Map,tournament
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,T1,ban,Ascent,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Rex Regum Qeon,ban,Haven,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,T1,pick,Pearl,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Rex Regum Qeon,pick,Icebox,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,T1,ban,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,T1 vs Rex Regum Qeon,Rex Regum Qeon,ban,Split,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Gen.G,ban,Split,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Global Esports,ban,Lotus,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Gen.G,pick,Haven,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Global Esports,pick,Pearl,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Gen.G,ban,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,Gen.G vs Global Esports,Global Esports,ban,Icebox,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,TALON,ban,Pearl,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,ZETA DIVISION,ban,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,TALON,pick,Lotus,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,ZETA DIVISION,pick,Split,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,TALON,ban,Haven,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,TALON vs ZETA DIVISION,ZETA DIVISION,ban,Ascent,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,DetonatioN FocusMe,ban,Icebox,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,Paper Rex,ban,Haven,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,DetonatioN FocusMe,pick,Ascent,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,Paper Rex,pick,Lotus,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,DetonatioN FocusMe,ban,Split,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 4,DetonatioN FocusMe vs Paper Rex,Paper Rex,ban,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Global Esports,ban,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Paper Rex,ban,Haven,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Global Esports,pick,Split,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Paper Rex,pick,Lotus,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Global Esports,ban,Icebox,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Paper Rex vs Global Esports,Paper Rex,ban,Ascent,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,TALON,ban,Pearl,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,T1,ban,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,TALON,pick,Icebox,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,T1,pick,Haven,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,TALON,ban,Split,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,T1 vs TALON,T1,ban,Ascent,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Gen.G,ban,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,DRX,ban,Pearl,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Gen.G,pick,Lotus,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,DRX,pick,Split,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,Gen.G,ban,Icebox,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DRX vs Gen.G,DRX,ban,Haven,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,ZETA DIVISION,ban,Haven,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Nongshim RedForce,ban,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,ZETA DIVISION,pick,Lotus,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Nongshim RedForce,pick,Pearl,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,ZETA DIVISION,ban,Ascent,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Nongshim RedForce vs ZETA DIVISION,Nongshim RedForce,ban,Icebox,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,BOOM Esports,ban,Split,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,DetonatioN FocusMe,ban,Icebox,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,BOOM Esports,pick,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,DetonatioN FocusMe,pick,Ascent,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,BOOM Esports,ban,Pearl,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,DetonatioN FocusMe vs BOOM Esports,DetonatioN FocusMe,ban,Lotus,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Rex Regum Qeon,ban,Pearl,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Team Secret,ban,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Rex Regum Qeon,pick,Haven,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Team Secret,pick,Ascent,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Rex Regum Qeon,ban,Split,vct_2025
VCT 2025: Pacific Stage 1,Group Stage,Week 5,Rex Regum Qeon vs Team Secret,Team Secret,ban,Icebox,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Gen.G,ban,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,TALON,ban,Lotus,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Gen.G,pick,Haven,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,TALON,pick,Icebox,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,Gen.G,ban,Ascent,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,TALON vs Gen.G,TALON,ban,Split,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,T1,ban,Icebox,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,DRX,ban,Pearl,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,T1,pick,Lotus,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,DRX,pick,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,T1,ban,Ascent,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Round 1,DRX vs T1,DRX,ban,Split,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,Gen.G,ban,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,BOOM Esports,ban,Lotus,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,Gen.G,pick,Split,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,BOOM Esports,pick,Ascent,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,Gen.G,ban,Icebox,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,BOOM Esports vs Gen.G,BOOM Esports,ban,Pearl,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,DRX,ban,Pearl,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,Rex Regum Qeon,ban,Split,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,DRX,pick,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,Rex Regum Qeon,pick,Icebox,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,DRX,ban,Haven,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Semifinals,Rex Regum Qeon vs DRX,Rex Regum Qeon,ban,Ascent,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,TALON,ban,Split,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,Nongshim RedForce,ban,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,TALON,pick,Haven,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,Nongshim RedForce,pick,Pearl,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,TALON,ban,Lotus,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,TALON vs Nongshim RedForce,Nongshim RedForce,ban,Icebox,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Paper Rex,ban,Haven,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,T1,ban,Icebox,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Paper Rex,pick,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,T1,pick,Ascent,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,Paper Rex,ban,Pearl,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 1,T1 vs Paper Rex,T1,ban,Split,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,TALON,ban,Split,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,DRX,ban,Pearl,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,TALON,pick,Icebox,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,DRX,pick,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,TALON,ban,Ascent,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,DRX vs TALON,DRX,ban,Haven,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,Paper Rex,ban,Haven,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,BOOM Esports,ban,Split,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,Paper Rex,pick,Lotus,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,BOOM Esports,pick,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,Paper Rex,ban,Pearl,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 2,BOOM Esports vs Paper Rex,BOOM Esports,ban,Icebox,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Gen.G,ban,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Rex Regum Qeon,ban,Haven,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Gen.G,pick,Lotus,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Rex Regum Qeon,pick,Icebox,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Gen.G,ban,Pearl,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Upper Final,Gen.G vs Rex Regum Qeon,Rex Regum Qeon,ban,Ascent,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,Paper Rex,ban,Haven,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,DRX,ban,Pearl,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,Paper Rex,pick,Lotus,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,DRX,pick,Icebox,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,Paper Rex,ban,Ascent,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Round 3,DRX vs Paper Rex,DRX,ban,Split,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Rex Regum Qeon,ban,Lotus,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Paper Rex,ban,Haven,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Rex Regum Qeon,pick,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Paper Rex,pick,Split,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Rex Regum Qeon,pick,Pearl,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Lower Final,Rex Regum Qeon vs Paper Rex,Paper Rex,pick,Icebox,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Gen.G,ban,Fracture,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Gen.G,ban,Pearl,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Gen.G,pick,Haven,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Rex Regum Qeon,pick,Ascent,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Gen.G,pick,Lotus,vct_2025
VCT 2025: Pacific Stage 1,Playoffs,Grand Final,Gen.G vs Rex Regum Qeon,Rex Regum Qeon,pick,Icebox,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Bilibili Gaming,ban,Lotus,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Xi Lai Gaming,ban,Ascent,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Bilibili Gaming,pick,Pearl,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Xi Lai Gaming,pick,Icebox,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Bilibili Gaming,ban,Split,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,Xi Lai Gaming vs Bilibili Gaming,Xi Lai Gaming,ban,Haven,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Trace Esports,ban,Icebox,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,All Gamers,ban,Fracture,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Trace Esports,pick,Pearl,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,All Gamers,pick,Lotus,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,Trace Esports,ban,Haven,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,Trace Esports vs All Gamers,All Gamers,ban,Ascent,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Nova Esports,ban,Ascent,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Dragon Ranger Gaming,ban,Split,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Nova Esports,pick,Fracture,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Dragon Ranger Gaming,pick,Lotus,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Nova Esports,ban,Icebox,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,Dragon Ranger Gaming vs Nova Esports,Dragon Ranger Gaming,ban,Pearl,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,TYLOO,ban,Ascent,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,EDward Gaming,ban,Lotus,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,TYLOO,pick,Fracture,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,EDward Gaming,pick,Haven,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,TYLOO,ban,Icebox,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,TYLOO vs EDward Gaming,EDward Gaming,ban,Pearl,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,Wolves Esports,ban,Icebox,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,JDG Esports,ban,Ascent,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,Wolves Esports,pick,Pearl,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,JDG Esports,pick,Haven,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,Wolves Esports,ban,Lotus,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,JDG Esports vs Wolves Esports,JDG Esports,ban,Fracture,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,Titan Esports Club,ban,Pearl,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,FunPlus Phoenix,ban,Fracture,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,Titan Esports Club,pick,Icebox,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,FunPlus Phoenix,pick,Haven,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,Titan Esports Club,ban,Split,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 1,FunPlus Phoenix vs Titan Esports Club,FunPlus Phoenix,ban,Lotus,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,Nova Esports,ban,Haven,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,EDward Gaming,ban,Lotus,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,Nova Esports,pick,Ascent,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,EDward Gaming,pick,Fracture,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,Nova Esports,ban,Icebox,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Nova Esports vs EDward Gaming,EDward Gaming,ban,Split,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,TYLOO,ban,Ascent,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,FunPlus Phoenix,ban,Fracture,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,TYLOO,pick,Pearl,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,FunPlus Phoenix,pick,Icebox,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,TYLOO,ban,Lotus,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,TYLOO vs FunPlus Phoenix,FunPlus Phoenix,ban,Split,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,Xi Lai Gaming,ban,Haven,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,All Gamers,ban,Icebox,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,Xi Lai Gaming,pick,Fracture,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,All Gamers,pick,Lotus,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,Xi Lai Gaming,ban,Ascent,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Xi Lai Gaming vs All Gamers,All Gamers,ban,Split,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Trace Esports,ban,Icebox,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Wolves Esports,ban,Lotus,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Trace Esports,pick,Fracture,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Wolves Esports,pick,Pearl,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Trace Esports,ban,Haven,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Wolves Esports vs Trace Esports,Wolves Esports,ban,Split,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Haven,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Titan Esports Club,ban,Pearl,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Dragon Ranger Gaming,pick,Lotus,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Titan Esports Club,pick,Fracture,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Dragon Ranger Gaming,ban,Ascent,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Titan Esports Club vs Dragon Ranger Gaming,Titan Esports Club,ban,Split,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,JDG Esports,ban,Ascent,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,Bilibili Gaming,ban,Split,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,JDG Esports,pick,Pearl,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,Bilibili Gaming,pick,Icebox,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,JDG Esports,ban,Lotus,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 2,Bilibili Gaming vs JDG Esports,Bilibili Gaming,ban,Haven,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,Trace Esports,ban,Icebox,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,JDG Esports,ban,Ascent,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,Trace Esports,pick,Lotus,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,JDG Esports,pick,Haven,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,Trace Esports,ban,Pearl,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 3,JDG Esports vs Trace Esports,JDG Esports,ban,Split,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,Xi Lai Gaming,ban,Ascent,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,Wolves Esports,ban,Lotus,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,Xi Lai Gaming,pick,Fracture,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,Wolves Esports,pick,Icebox,vct_2025
VCT 2025: China Stage 1,Group Stage,Week 3,Wolves Esports vs Xi Lai Gaming,Xi Lai Gaming,ban,Pearl,vct_2025
