Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration,tournament
Valorant Champions 2024,Group Stage,Opening (C),Team Vitality vs Trace Esports,Bind,Team Vitality,7,6,1,,Trace Esports,13,7,6,,45:26,vct_2024
Valorant Champions 2024,Group Stage,Opening (D),G2 Esports vs Paper Rex,Icebox,G2 Esports,13,8,5,,Paper Rex,8,4,4,,55:32,vct_2024
Valorant Champions 2024,Group Stage,Opening (D),G2 Esports vs Paper Rex,Lotus,G2 Esports,13,9,4,,Paper Rex,9,6,3,,49:03,vct_2024
Valorant Champions 2024,Group Stage,Opening (D),EDward Gaming vs FUT Esports,Lotus,EDward Gaming,13,8,5,,FUT Esports,9,5,4,,55:13,vct_2024
Valorant Champions 2024,Group Stage,Opening (D),EDward Gaming vs FUT Esports,Bind,EDward Gaming,13,8,5,,FUT Esports,10,6,4,,54:58,vct_2024
Valorant Champions 2024,Group Stage,Winner's (B),Gen.G vs Team Heretics,Abyss,Gen.G,13,7,6,,Team Heretics,11,6,5,,1:05:59,vct_2024
Valorant Champions 2024,Group Stage,Winner's (B),Gen.G vs Team Heretics,Lotus,Gen.G,11,8,3,,Team Heretics,13,9,4,,57:29,vct_2024
Valorant Champions 2024,Group Stage,Winner's (B),Gen.G vs Team Heretics,Bind,Gen.G,10,4,6,,Team Heretics,13,5,8,,53:15,vct_2024
Valorant Champions 2024,Group Stage,Winner's (A),FNATIC vs DRX,Abyss,FNATIC,11,5,6,,DRX,13,6,7,,1:06:50,vct_2024
Valorant Champions 2024,Group Stage,Winner's (A),FNATIC vs DRX,Lotus,FNATIC,6,5,1,,DRX,13,6,7,,47:03,vct_2024
Valorant Champions 2024,Group Stage,Winner's (C),LEVIATÁN vs Trace Esports,Bind,LEVIATÁN,10,5,5,,Trace Esports,13,6,7,,1:06:05,vct_2024
Valorant Champions 2024,Group Stage,Winner's (C),LEVIATÁN vs Trace Esports,Sunset,LEVIATÁN,13,7,6,,Trace Esports,9,4,5,,46:53,vct_2024
Valorant Champions 2024,Group Stage,Winner's (C),LEVIATÁN vs Trace Esports,Ascent,LEVIATÁN,5,2,3,,Trace Esports,13,3,10,,46:02,vct_2024
Valorant Champions 2024,Group Stage,Winner's (D),EDward Gaming vs G2 Esports,Icebox,EDward Gaming,13,9,4,,G2 Esports,8,5,3,,56:46,vct_2024
Valorant Champions 2024,Group Stage,Winner's (D),EDward Gaming vs G2 Esports,Haven,EDward Gaming,11,6,5,,G2 Esports,13,7,6,,55:17,vct_2024
Valorant Champions 2024,Group Stage,Winner's (D),EDward Gaming vs G2 Esports,Bind,EDward Gaming,11,3,8,,G2 Esports,13,4,9,,58:00,vct_2024
Valorant Champions 2024,Group Stage,Elimination (B),Sentinels vs FunPlus Phoenix,Bind,Sentinels,13,4,9,,FunPlus Phoenix,8,0,8,,58:00,vct_2024
Valorant Champions 2024,Group Stage,Elimination (B),Sentinels vs FunPlus Phoenix,Lotus,Sentinels,13,9,4,,FunPlus Phoenix,5,2,3,,41:57,vct_2024
Valorant Champions 2024,Group Stage,Elimination (A),Bilibili Gaming vs KRÜ Esports,Lotus,Bilibili Gaming,9,7,2,,KRÜ Esports,13,8,5,,1:01:06,vct_2024
Valorant Champions 2024,Group Stage,Elimination (A),Bilibili Gaming vs KRÜ Esports,Icebox,Bilibili Gaming,4,3,1,,KRÜ Esports,13,4,9,,36:20,vct_2024
Valorant Champions 2024,Group Stage,Elimination (C),Talon Esports vs Team Vitality,Lotus,Talon Esports,6,2,4,,Team Vitality,13,3,10,,1:06:04,vct_2024
Valorant Champions 2024,Group Stage,Elimination (C),Talon Esports vs Team Vitality,Sunset,Talon Esports,8,6,2,,Team Vitality,13,7,6,,48:54,vct_2024
Valorant Champions 2024,Group Stage,Elimination (D),FUT Esports vs Paper Rex,Sunset,FUT Esports,11,5,6,,Paper Rex,13,6,7,,1:02:48,vct_2024
Valorant Champions 2024,Group Stage,Elimination (D),FUT Esports vs Paper Rex,Bind,FUT Esports,6,3,3,,Paper Rex,13,4,9,,40:05,vct_2024
Valorant Champions 2024,Group Stage,Decider (B),Gen.G vs Sentinels,Lotus,Gen.G,9,5,4,,Sentinels,13,6,7,,57:51,vct_2024
Valorant Champions 2024,Group Stage,Decider (B),Gen.G vs Sentinels,Icebox,Gen.G,6,5,1,,Sentinels,13,6,7,,44:05,vct_2024
Valorant Champions 2024,Group Stage,Decider (A),FNATIC vs KRÜ Esports,Sunset,FNATIC,11,4,7,,KRÜ Esports,13,5,8,,1:05:29,vct_2024
Valorant Champions 2024,Group Stage,Decider (A),FNATIC vs KRÜ Esports,Haven,FNATIC,13,6,7,,KRÜ Esports,9,3,6,,59:08,vct_2024
Valorant Champions 2024,Group Stage,Decider (A),FNATIC vs KRÜ Esports,Lotus,FNATIC,13,8,5,,KRÜ Esports,5,1,4,,45:59,vct_2024
Valorant Champions 2024,Group Stage,Decider (C),LEVIATÁN vs Team Vitality,Icebox,LEVIATÁN,14,7,5,2.0,Team Vitality,12,7,5,0.0,1:09:37,vct_2024
Valorant Champions 2024,Group Stage,Decider (C),LEVIATÁN vs Team Vitality,Sunset,LEVIATÁN,13,10,3,,Team Vitality,4,2,2,,36:30,vct_2024
Valorant Champions 2024,Group Stage,Decider (D),EDward Gaming vs Paper Rex,Icebox,EDward Gaming,3,3,0,,Paper Rex,13,4,9,,45:00,vct_2024
Valorant Champions 2024,Group Stage,Decider (D),EDward Gaming vs Paper Rex,Sunset,EDward Gaming,13,6,7,,Paper Rex,8,2,6,,46:54,vct_2024
Valorant Champions 2024,Group Stage,Decider (D),EDward Gaming vs Paper Rex,Lotus,EDward Gaming,13,9,4,,Paper Rex,4,1,3,,33:10,vct_2024
Valorant Champions 2024,Playoffs,Upper Quarterfinals,DRX vs Sentinels,Sunset,DRX,13,6,6,1.0,Sentinels,15,6,6,3.0,1:08:46,vct_2024
Valorant Champions 2024,Playoffs,Upper Quarterfinals,DRX vs Sentinels,Haven,DRX,8,6,2,,Sentinels,13,7,6,,43:10,vct_2024
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Trace Esports vs EDward Gaming,Bind,Trace Esports,7,2,5,,EDward Gaming,13,3,10,,50:40,vct_2024
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Trace Esports vs EDward Gaming,Sunset,Trace Esports,10,2,8,,EDward Gaming,13,3,10,,52:32,vct_2024
Valorant Champions 2024,Playoffs,Upper Quarterfinals,G2 Esports vs LEVIATÁN,Icebox,G2 Esports,14,8,4,2.0,LEVIATÁN,16,8,4,4.0,1:20:59,vct_2024
Valorant Champions 2024,Playoffs,Upper Quarterfinals,G2 Esports vs LEVIATÁN,Abyss,G2 Esports,5,4,1,,LEVIATÁN,13,5,8,,44:03,vct_2024
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Team Heretics vs FNATIC,Lotus,Team Heretics,13,9,4,,FNATIC,3,0,3,,48:20,vct_2024
Valorant Champions 2024,Playoffs,Upper Quarterfinals,Team Heretics vs FNATIC,Abyss,Team Heretics,14,9,3,2.0,FNATIC,12,9,3,0.0,1:01:50,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 1,DRX vs Trace Esports,Lotus,DRX,13,10,3,,Trace Esports,3,1,2,,42:52,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 1,DRX vs Trace Esports,Abyss,DRX,13,9,4,,Trace Esports,5,2,3,,40:41,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 1,G2 Esports vs FNATIC,Haven,G2 Esports,3,3,0,,FNATIC,13,4,9,,43:29,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 1,G2 Esports vs FNATIC,Bind,G2 Esports,11,4,7,,FNATIC,13,5,8,,58:10,vct_2024
Valorant Champions 2024,Playoffs,Upper Semifinals,Sentinels vs EDward Gaming,Haven,Sentinels,13,8,5,,EDward Gaming,9,5,4,,1:01:57,vct_2024
Valorant Champions 2024,Playoffs,Upper Semifinals,Sentinels vs EDward Gaming,Lotus,Sentinels,9,6,3,,EDward Gaming,13,7,6,,53:44,vct_2024
Valorant Champions 2024,Playoffs,Upper Semifinals,Sentinels vs EDward Gaming,Sunset,Sentinels,6,2,4,,EDward Gaming,13,3,10,,42:04,vct_2024
Valorant Champions 2024,Playoffs,Upper Semifinals,LEVIATÁN vs Team Heretics,Icebox,LEVIATÁN,15,7,5,3.0,Team Heretics,13,7,5,1.0,1:14:55,vct_2024
Valorant Champions 2024,Playoffs,Upper Semifinals,LEVIATÁN vs Team Heretics,Lotus,LEVIATÁN,13,4,9,,Team Heretics,10,2,8,,57:45,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 2,Sentinels vs FNATIC,Sunset,Sentinels,13,4,9,,FNATIC,11,3,8,,1:08:23,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 2,Sentinels vs FNATIC,Bind,Sentinels,9,7,2,,FNATIC,13,8,5,,52:23,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 2,Sentinels vs FNATIC,Lotus,Sentinels,13,8,5,,FNATIC,6,2,4,,51:27,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 2,Team Heretics vs DRX,Abyss,Team Heretics,5,5,0,,DRX,13,6,7,,52:44,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 2,Team Heretics vs DRX,Sunset,Team Heretics,13,7,6,,DRX,5,0,5,,43:42,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 2,Team Heretics vs DRX,Icebox,Team Heretics,13,5,8,,DRX,10,3,7,,57:50,vct_2024
Valorant Champions 2024,Playoffs,Upper Final,EDward Gaming vs LEVIATÁN,Icebox,EDward Gaming,14,3,9,2.0,LEVIATÁN,16,3,9,4.0,1:28:03,vct_2024
Valorant Champions 2024,Playoffs,Upper Final,EDward Gaming vs LEVIATÁN,Lotus,EDward Gaming,13,8,5,,LEVIATÁN,4,0,4,,39:45,vct_2024
Valorant Champions 2024,Playoffs,Upper Final,EDward Gaming vs LEVIATÁN,Abyss,EDward Gaming,13,6,7,,LEVIATÁN,11,5,6,,1:01:34,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 3,Team Heretics vs Sentinels,Haven,Team Heretics,8,5,3,,Sentinels,13,6,7,,1:01:41,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 3,Team Heretics vs Sentinels,Icebox,Team Heretics,13,5,8,,Sentinels,9,2,7,,54:53,vct_2024
Valorant Champions 2024,Playoffs,Lower Round 3,Team Heretics vs Sentinels,Abyss,Team Heretics,13,8,5,,Sentinels,7,3,4,,47:52,vct_2024
Valorant Champions 2024,Playoffs,Lower Final,LEVIATÁN vs Team Heretics,Icebox,LEVIATÁN,7,5,2,,Team Heretics,13,6,7,,1:03:01,vct_2024
Valorant Champions 2024,Playoffs,Lower Final,LEVIATÁN vs Team Heretics,Sunset,LEVIATÁN,13,4,8,1.0,Team Heretics,15,4,8,3.0,1:07:58,vct_2024
Valorant Champions 2024,Playoffs,Lower Final,LEVIATÁN vs Team Heretics,Abyss,LEVIATÁN,13,5,8,,Team Heretics,9,2,7,,55:08,vct_2024
Valorant Champions 2024,Playoffs,Lower Final,LEVIATÁN vs Team Heretics,Lotus,LEVIATÁN,3,1,2,,Team Heretics,13,2,11,,38:44,vct_2024
Valorant Champions 2024,Playoffs,Grand Final,EDward Gaming vs Team Heretics,Haven,EDward Gaming,6,3,3,,Team Heretics,13,4,9,,1:16:43,vct_2024
Valorant Champions 2024,Playoffs,Grand Final,EDward Gaming vs Team Heretics,Sunset,EDward Gaming,13,11,2,,Team Heretics,4,3,1,,45:11,vct_2024
Valorant Champions 2024,Playoffs,Grand Final,EDward Gaming vs Team Heretics,Lotus,EDward Gaming,13,6,7,,Team Heretics,9,3,6,,55:30,vct_2024
Valorant Champions 2024,Playoffs,Grand Final,EDward Gaming vs Team Heretics,Bind,EDward Gaming,11,6,5,,Team Heretics,13,7,6,,1:01:45,vct_2024
Valorant Champions 2024,Playoffs,Grand Final,EDward Gaming vs Team Heretics,Abyss,EDward Gaming,13,8,5,,Team Heretics,9,5,4,,51:55,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,MIBR vs LEVIATÁN,Ascent,MIBR,9,6,3,,LEVIATÁN,13,7,6,,1:05:24,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,MIBR vs LEVIATÁN,Icebox,MIBR,7,3,4,,LEVIATÁN,13,4,9,,45:04,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,Sentinels vs NRG Esports,Lotus,Sentinels,13,8,5,,NRG Esports,8,4,4,,59:21,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,Sentinels vs NRG Esports,Sunset,Sentinels,14,9,3,2.0,NRG Esports,12,9,3,0.0,1:00:54,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,FURIA vs 100 Thieves,Icebox,FURIA,14,6,6,2.0,100 Thieves,12,6,6,0.0,1:12:51,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,FURIA vs 100 Thieves,Haven,FURIA,16,9,3,4.0,100 Thieves,14,9,3,2.0,1:00:50,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,LOUD vs Evil Geniuses,Lotus,LOUD,13,6,7,,Evil Geniuses,7,1,6,,52:39,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,LOUD vs Evil Geniuses,Sunset,LOUD,6,6,0,,Evil Geniuses,13,7,6,,40:31,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,LOUD vs Evil Geniuses,Icebox,LOUD,11,5,6,,Evil Geniuses,13,6,7,,55:13,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,G2 Esports vs Cloud9,Ascent,G2 Esports,13,4,9,,Cloud9,11,3,8,,1:05:05,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,G2 Esports vs Cloud9,Icebox,G2 Esports,5,2,3,,Cloud9,13,3,10,,40:43,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 1,G2 Esports vs Cloud9,Lotus,G2 Esports,13,4,9,,Cloud9,8,0,8,,48:18,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Evil Geniuses vs FURIA,Bind,Evil Geniuses,13,9,4,,FURIA,5,2,3,,58:58,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Evil Geniuses vs FURIA,Lotus,Evil Geniuses,13,10,3,,FURIA,4,2,2,,35:13,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Sentinels vs KRÜ Esports,Lotus,Sentinels,13,8,5,,KRÜ Esports,11,7,4,,1:06:41,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Sentinels vs KRÜ Esports,Split,Sentinels,13,8,5,,KRÜ Esports,10,6,4,,55:13,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LOUD vs MIBR,Ascent,LOUD,13,8,5,,MIBR,7,3,4,,59:21,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LOUD vs MIBR,Lotus,LOUD,11,5,6,,MIBR,13,6,7,,52:28,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LOUD vs MIBR,Sunset,LOUD,13,6,7,,MIBR,9,3,6,,52:18,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LEVIATÁN vs 100 Thieves,Bind,LEVIATÁN,13,8,5,,100 Thieves,10,6,4,,59:38,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LEVIATÁN vs 100 Thieves,Haven,LEVIATÁN,13,10,3,,100 Thieves,4,2,2,,36:19,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,NRG Esports vs G2 Esports,Haven,NRG Esports,7,4,3,,G2 Esports,13,5,8,,1:02:34,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,NRG Esports vs G2 Esports,Bind,NRG Esports,8,3,5,,G2 Esports,13,4,9,,50:39,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Sentinels vs Cloud9,Haven,Sentinels,13,7,6,,Cloud9,5,0,5,,48:41,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Sentinels vs Cloud9,Split,Sentinels,13,6,7,,Cloud9,8,2,6,,49:09,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Evil Geniuses vs LEVIATÁN,Icebox,Evil Geniuses,5,5,0,,LEVIATÁN,13,6,7,,53:43,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,Evil Geniuses vs LEVIATÁN,Sunset,Evil Geniuses,10,6,4,,LEVIATÁN,13,7,6,,52:28,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LOUD vs FURIA,Haven,LOUD,13,5,8,,FURIA,11,4,7,,1:00:10,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LOUD vs FURIA,Icebox,LOUD,10,5,5,,FURIA,13,6,7,,53:14,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,LOUD vs FURIA,Bind,LOUD,9,5,4,,FURIA,13,6,7,,48:17,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,MIBR vs 100 Thieves,Icebox,MIBR,5,3,2,,100 Thieves,13,4,9,,48:49,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,MIBR vs 100 Thieves,Split,MIBR,6,2,4,,100 Thieves,13,3,10,,42:19,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,NRG Esports vs KRÜ Esports,Split,NRG Esports,8,5,3,,KRÜ Esports,13,6,7,,1:02:24,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,NRG Esports vs KRÜ Esports,Ascent,NRG Esports,13,7,6,,KRÜ Esports,8,3,5,,44:41,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 2,NRG Esports vs KRÜ Esports,Sunset,NRG Esports,13,9,4,,KRÜ Esports,7,4,3,,46:52,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,G2 Esports vs KRÜ Esports,Lotus,G2 Esports,4,3,1,,KRÜ Esports,13,4,9,,54:52,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,G2 Esports vs KRÜ Esports,Ascent,G2 Esports,16,7,5,4.0,KRÜ Esports,14,7,5,2.0,1:11:55,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,G2 Esports vs KRÜ Esports,Split,G2 Esports,13,9,4,,KRÜ Esports,5,2,3,,45:04,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,LOUD vs LEVIATÁN,Lotus,LOUD,11,8,3,,LEVIATÁN,13,9,4,,59:52,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,LOUD vs LEVIATÁN,Icebox,LOUD,6,4,2,,LEVIATÁN,13,5,8,,44:17,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,MIBR vs FURIA,Sunset,MIBR,10,6,4,,FURIA,13,7,6,,1:02:30,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,MIBR vs FURIA,Icebox,MIBR,7,3,4,,FURIA,13,4,9,,43:02,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,NRG Esports vs Cloud9,Ascent,NRG Esports,13,9,4,,Cloud9,3,0,3,,43:47,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,NRG Esports vs Cloud9,Icebox,NRG Esports,10,7,3,,Cloud9,13,8,5,,49:20,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,NRG Esports vs Cloud9,Sunset,NRG Esports,12,7,5,0.0,Cloud9,14,7,5,2.0,59:18,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,Evil Geniuses vs 100 Thieves,Lotus,Evil Geniuses,10,4,6,,100 Thieves,13,5,8,,1:06:50,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,Evil Geniuses vs 100 Thieves,Bind,Evil Geniuses,13,8,5,,100 Thieves,10,6,4,,55:39,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 3,Evil Geniuses vs 100 Thieves,Ascent,Evil Geniuses,7,3,4,,100 Thieves,13,4,9,,46:01,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Cloud9 vs KRÜ Esports,Icebox,Cloud9,7,5,2,,KRÜ Esports,13,6,7,,56:41,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Cloud9 vs KRÜ Esports,Split,Cloud9,10,5,5,,KRÜ Esports,13,6,7,,56:12,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Evil Geniuses vs MIBR,Bind,Evil Geniuses,9,5,4,,MIBR,13,6,7,,1:06:32,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Evil Geniuses vs MIBR,Lotus,Evil Geniuses,2,2,0,,MIBR,13,3,10,,35:45,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,LEVIATÁN vs FURIA,Sunset,LEVIATÁN,13,8,5,,FURIA,6,2,4,,49:59,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,LEVIATÁN vs FURIA,Icebox,LEVIATÁN,13,7,6,,FURIA,6,1,5,,46:19,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,LOUD vs 100 Thieves,Ascent,LOUD,1,1,0,,100 Thieves,13,2,11,,41:31,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,LOUD vs 100 Thieves,Bind,LOUD,13,6,7,,100 Thieves,8,2,6,,43:12,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,LOUD vs 100 Thieves,Lotus,LOUD,13,7,6,,100 Thieves,10,5,5,,52:22,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Sentinels vs G2 Esports,Bind,Sentinels,6,6,0,,G2 Esports,13,7,6,,1:31:34,vct_2024
Champions Tour 2024: Americas Stage 2,Regular Season,Week 4,Sentinels vs G2 Esports,Lotus,Sentinels,9,4,5,,G2 Esports,13,5,8,,57:39,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Knockout Round,KRÜ Esports vs Cloud9,Abyss,KRÜ Esports,13,6,7,,Cloud9,11,5,6,,1:08:52,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Knockout Round,KRÜ Esports vs Cloud9,Lotus,KRÜ Esports,11,1,10,,Cloud9,13,2,11,,54:08,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Knockout Round,KRÜ Esports vs Cloud9,Haven,KRÜ Esports,13,9,4,,Cloud9,6,3,3,,42:28,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Knockout Round,Sentinels vs 100 Thieves,Haven,Sentinels,7,3,4,,100 Thieves,13,4,9,,53:06,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Knockout Round,Sentinels vs 100 Thieves,Ascent,Sentinels,10,4,6,,100 Thieves,13,5,8,,58:07,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Upper Semifinals,LEVIATÁN vs KRÜ Esports,Icebox,LEVIATÁN,13,10,3,,KRÜ Esports,2,0,2,,45:43,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Upper Semifinals,LEVIATÁN vs KRÜ Esports,Sunset,LEVIATÁN,13,10,3,,KRÜ Esports,4,2,2,,36:24,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Upper Semifinals,G2 Esports vs 100 Thieves,Lotus,G2 Esports,13,7,6,,100 Thieves,5,0,5,,54:34,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Upper Semifinals,G2 Esports vs 100 Thieves,Abyss,G2 Esports,13,7,6,,100 Thieves,10,5,5,,56:19,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Upper Final,LEVIATÁN vs G2 Esports,Icebox,LEVIATÁN,8,2,6,,G2 Esports,13,3,10,,47:26,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Upper Final,LEVIATÁN vs G2 Esports,Bind,LEVIATÁN,6,4,2,,G2 Esports,13,5,8,,42:44,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Lower Round 1,KRÜ Esports vs 100 Thieves,Icebox,KRÜ Esports,9,6,3,,100 Thieves,13,7,6,,1:02:09,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Lower Round 1,KRÜ Esports vs 100 Thieves,Lotus,KRÜ Esports,13,6,7,,100 Thieves,11,5,6,,59:56,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Lower Round 1,KRÜ Esports vs 100 Thieves,Ascent,KRÜ Esports,13,5,8,,100 Thieves,11,4,7,,1:02:45,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Lower Final,LEVIATÁN vs KRÜ Esports,Icebox,LEVIATÁN,13,11,2,,KRÜ Esports,3,2,1,,50:11,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Lower Final,LEVIATÁN vs KRÜ Esports,Haven,LEVIATÁN,11,7,4,,KRÜ Esports,13,8,5,,50:43,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Lower Final,LEVIATÁN vs KRÜ Esports,Sunset,LEVIATÁN,7,3,4,,KRÜ Esports,13,4,9,,46:10,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Lower Final,LEVIATÁN vs KRÜ Esports,Abyss,LEVIATÁN,13,8,5,,KRÜ Esports,10,6,4,,55:47,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Lower Final,LEVIATÁN vs KRÜ Esports,Ascent,LEVIATÁN,13,8,5,,KRÜ Esports,10,6,4,,57:46,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs LEVIATÁN,Lotus,G2 Esports,13,6,6,1.0,LEVIATÁN,15,6,6,3.0,1:16:53,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs LEVIATÁN,Haven,G2 Esports,14,5,7,2.0,LEVIATÁN,16,5,7,4.0,1:07:32,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs LEVIATÁN,Bind,G2 Esports,13,4,9,,LEVIATÁN,9,1,8,,51:37,vct_2024
Champions Tour 2024: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs LEVIATÁN,Ascent,G2 Esports,4,4,0,,LEVIATÁN,13,5,8,,40:13,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Titan Esports Club vs JDG Esports,Icebox,Titan Esports Club,12,4,8,0.0,JDG Esports,14,4,8,2.0,,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Titan Esports Club vs JDG Esports,Lotus,Titan Esports Club,11,3,8,,JDG Esports,13,4,9,,,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 1,All Gamers vs TYLOO,Sunset,All Gamers,13,7,6,,TYLOO,10,5,5,,,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 1,All Gamers vs TYLOO,Icebox,All Gamers,13,8,5,,TYLOO,4,0,4,,,vct_2024
Champions Tour 2024: China Stage 2,Regular Season,Week 1,Bilibili Gaming vs Wolves Esports,Sunset,Bilibili Gaming,13,9,4,,Wolves Esports,5,2,3,,,vct_2024
