Tournament,Stage,Match Type,Match Name,Map,tournament
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Trace Esports vs Four Angry Men,Lotus,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Monarch Effect vs Royal Never Give Up,Bind,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Monarch Effect vs Royal Never Give Up,Haven,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Monarch Effect vs Royal Never Give Up,Split,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,TYLOO vs Shenzhen NTER,Pearl,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,TYLOO vs Shenzhen NTER,Lotus,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Weibo Gaming vs Dragon Ranger Gaming,Haven,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Weibo Gaming vs Dragon Ranger Gaming,Bind,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Knockout Round,Weibo Gaming vs Dragon Ranger Gaming,Split,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Attacking Soul Esports vs Trace Esports,Lotus,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Attacking Soul Esports vs Trace Esports,Split,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Attacking Soul Esports vs Trace Esports,Bind,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Bilibili Gaming vs Monarch Effect,Lotus,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,Bilibili Gaming vs Monarch Effect,Haven,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,FunPlus Phoenix vs TYLOO,Fracture,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,FunPlus Phoenix vs TYLOO,Bind,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,EDward Gaming vs Weibo Gaming,Fracture,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Quarterfinals,EDward Gaming vs Weibo Gaming,Bind,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Attacking Soul Esports vs Monarch Effect,Fracture,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,Attacking Soul Esports vs Monarch Effect,Split,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,FunPlus Phoenix vs Weibo Gaming,Lotus,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 1,FunPlus Phoenix vs Weibo Gaming,Ascent,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Trace Esports vs Bilibili Gaming,Haven,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Trace Esports vs Bilibili Gaming,Lotus,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,Trace Esports vs Bilibili Gaming,Split,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,TYLOO vs EDward Gaming,Split,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,TYLOO vs EDward Gaming,Haven,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Semifinals,TYLOO vs EDward Gaming,Bind,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Trace Esports vs FunPlus Phoenix,Lotus,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Trace Esports vs FunPlus Phoenix,Split,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,Trace Esports vs FunPlus Phoenix,Ascent,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,TYLOO vs Attacking Soul Esports,Split,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,TYLOO vs Attacking Soul Esports,Fracture,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 2,TYLOO vs Attacking Soul Esports,Ascent,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bilibili Gaming vs EDward Gaming,Pearl,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bilibili Gaming vs EDward Gaming,Bind,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Upper Final,Bilibili Gaming vs EDward Gaming,Split,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Pearl,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Bind,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Ascent,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Round 3,TYLOO vs FunPlus Phoenix,Fracture,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Lotus,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Bind,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Pearl,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Split,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Lower Final,Bilibili Gaming vs FunPlus Phoenix,Ascent,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,EDward Gaming vs Bilibili Gaming,Split,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,EDward Gaming vs Bilibili Gaming,Fracture,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,EDward Gaming vs Bilibili Gaming,Bind,vct_2023
Champions Tour 2023: Champions China Qualifier,Playoffs,Grand Final,EDward Gaming vs Bilibili Gaming,Haven,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Split,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),FUT Esports vs Evil Geniuses,Lotus,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Fracture,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (B),DRX vs Attacking Soul Esports,Pearl,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Fracture,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Haven,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),EDward Gaming vs T1,Pearl,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),NRG Esports vs Natus Vincere,Ascent,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),NRG Esports vs Natus Vincere,Lotus,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Opening (A),NRG Esports vs Natus Vincere,Split,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Winner's (B),DRX vs Evil Geniuses,Fracture,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Winner's (B),DRX vs Evil Geniuses,Ascent,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Winner's (A),NRG Esports vs T1,Lotus,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Winner's (A),NRG Esports vs T1,Bind,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Winner's (A),NRG Esports vs T1,Pearl,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Elimination (B),Attacking Soul Esports vs FUT Esports,Haven,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Elimination (B),Attacking Soul Esports vs FUT Esports,Ascent,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Elimination (B),Attacking Soul Esports vs FUT Esports,Lotus,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Elimination (A),Natus Vincere vs EDward Gaming,Pearl,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Elimination (A),Natus Vincere vs EDward Gaming,Bind,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Decider (B),DRX vs FUT Esports,Bind,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Decider (B),DRX vs FUT Esports,Fracture,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Decider (B),DRX vs FUT Esports,Haven,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Decider (A),T1 vs EDward Gaming,Fracture,vct_2023
Champions Tour 2023: Masters Tokyo,Group Stage,Decider (A),T1 vs EDward Gaming,Haven,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,LOUD vs Evil Geniuses,Fracture,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,LOUD vs Evil Geniuses,Ascent,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Team Liquid vs EDward Gaming,Haven,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Team Liquid vs EDward Gaming,Split,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Team Liquid vs EDward Gaming,Lotus,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,FNATIC vs NRG Esports,Fracture,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,FNATIC vs NRG Esports,Bind,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Paper Rex vs DRX,Split,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Quarterfinals,Paper Rex vs DRX,Bind,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,EDward Gaming vs LOUD,Lotus,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,EDward Gaming vs LOUD,Fracture,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,DRX vs NRG Esports,Pearl,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 1,DRX vs NRG Esports,Haven,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Semifinals,Team Liquid vs Evil Geniuses,Fracture,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Semifinals,Team Liquid vs Evil Geniuses,Haven,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Semifinals,Paper Rex vs FNATIC,Lotus,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Semifinals,Paper Rex vs FNATIC,Bind,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Team Liquid vs NRG Esports,Haven,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Team Liquid vs NRG Esports,Ascent,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Team Liquid vs NRG Esports,Split,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Paper Rex vs EDward Gaming,Fracture,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Paper Rex vs EDward Gaming,Split,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 2,Paper Rex vs EDward Gaming,Lotus,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Final,FNATIC vs Evil Geniuses,Lotus,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Final,FNATIC vs Evil Geniuses,Fracture,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Upper Final,FNATIC vs Evil Geniuses,Split,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,NRG Esports vs Paper Rex,Pearl,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,NRG Esports vs Paper Rex,Lotus,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Round 3,NRG Esports vs Paper Rex,Bind,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Final,Evil Geniuses vs Paper Rex,Fracture,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Final,Evil Geniuses vs Paper Rex,Lotus,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Final,Evil Geniuses vs Paper Rex,Split,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Final,Evil Geniuses vs Paper Rex,Pearl,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Lower Final,Evil Geniuses vs Paper Rex,Ascent,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,FNATIC vs Evil Geniuses,Lotus,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,FNATIC vs Evil Geniuses,Split,vct_2023
Champions Tour 2023: Masters Tokyo,Playoffs,Grand Final,FNATIC vs Evil Geniuses,Bind,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 1,Sentinels vs 100 Thieves,Fracture,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 1,Sentinels vs 100 Thieves,Split,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 1,Sentinels vs 100 Thieves,Ascent,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 1,KRÜ Esports vs FURIA,Split,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 1,KRÜ Esports vs FURIA,Ascent,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Split,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Lotus,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 1,LOUD vs MIBR,Haven,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Pearl,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 1,Evil Geniuses vs Cloud9,Fracture,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 1,LEVIATÁN vs NRG Esports,Pearl,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 1,LEVIATÁN vs NRG Esports,Lotus,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Split,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Ascent,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 2,Cloud9 vs LOUD,Pearl,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 2,LEVIATÁN vs FURIA,Pearl,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 2,LEVIATÁN vs FURIA,Icebox,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 2,LEVIATÁN vs FURIA,Ascent,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Lotus,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 2,NRG Esports vs Sentinels,Icebox,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Ascent,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Lotus,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 2,MIBR vs KRÜ Esports,Pearl,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Haven,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 2,Evil Geniuses vs 100 Thieves,Icebox,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Lotus,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 3,Cloud9 vs 100 Thieves,Ascent,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Icebox,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Pearl,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 3,NRG Esports vs MIBR,Split,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 3,LEVIATÁN vs Sentinels,Split,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 3,LEVIATÁN vs Sentinels,Ascent,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 3,LEVIATÁN vs Sentinels,Pearl,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 3,Evil Geniuses vs KRÜ Esports,Pearl,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 3,Evil Geniuses vs KRÜ Esports,Ascent,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 3,Evil Geniuses vs KRÜ Esports,Fracture,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 3,LOUD vs FURIA,Split,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 3,LOUD vs FURIA,Icebox,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,LOUD vs Sentinels,Pearl,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,LOUD vs Sentinels,Haven,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,LOUD vs Sentinels,Ascent,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,LEVIATÁN vs MIBR,Pearl,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,LEVIATÁN vs MIBR,Icebox,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,KRÜ Esports vs 100 Thieves,Ascent,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,KRÜ Esports vs 100 Thieves,Split,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,KRÜ Esports vs 100 Thieves,Fracture,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,Evil Geniuses vs FURIA,Ascent,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,Evil Geniuses vs FURIA,Fracture,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,Evil Geniuses vs FURIA,Haven,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,NRG Esports vs Cloud9,Haven,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,NRG Esports vs Cloud9,Pearl,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,NRG Esports vs Cloud9,Ascent,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,MIBR vs Sentinels,Pearl,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,MIBR vs Sentinels,Fracture,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,LEVIATÁN vs 100 Thieves,Icebox,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,LEVIATÁN vs 100 Thieves,Haven,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,LEVIATÁN vs 100 Thieves,Lotus,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,Evil Geniuses vs LOUD,Split,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,Evil Geniuses vs LOUD,Haven,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,Evil Geniuses vs LOUD,Pearl,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,Cloud9 vs FURIA,Ascent,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,Cloud9 vs FURIA,Fracture,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,NRG Esports vs KRÜ Esports,Haven,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 4,NRG Esports vs KRÜ Esports,Ascent,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 5,NRG Esports vs 100 Thieves,Bind,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 5,NRG Esports vs 100 Thieves,Fracture,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 5,MIBR vs FURIA,Pearl,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 5,MIBR vs FURIA,Split,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 5,Cloud9 vs Sentinels,Lotus,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 5,Cloud9 vs Sentinels,Fracture,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 5,LEVIATÁN vs Evil Geniuses,Split,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 5,LEVIATÁN vs Evil Geniuses,Pearl,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 5,LEVIATÁN vs Evil Geniuses,Ascent,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 5,LOUD vs KRÜ Esports,Pearl,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 5,LOUD vs KRÜ Esports,Ascent,vct_2023
Champions Tour 2023: Americas League,Regular Season,Week 5,LOUD vs KRÜ Esports,Split,vct_2023
