Tournament,Stage,Match Type,Map,Agent,Pick Rate
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Split,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Split,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Split,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Split,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,omen,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,viper,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,raze,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,gekko,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,killjoy,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,breach,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,yoru,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,fade,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,cypher,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,skye,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,kayo,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,sage,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,sova,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,jett,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (A),Sunset,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,omen,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,viper,75%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,raze,75%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,killjoy,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,fade,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,astra,25%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,breach,25%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,neon,25%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,yoru,25%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,gekko,25%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,cypher,25%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,jett,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,sage,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,skye,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,sova,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),All Maps,kayo,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,omen,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,viper,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,raze,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,killjoy,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,fade,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,breach,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,neon,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,yoru,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,gekko,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,cypher,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,jett,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,sage,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,skye,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,sova,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Lotus,kayo,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,omen,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,viper,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,raze,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,killjoy,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,fade,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,astra,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,breach,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,yoru,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,gekko,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,cypher,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,jett,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,sage,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,skye,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,sova,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Winner's (A),Split,kayo,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,raze,83%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,omen,83%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,viper,67%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,fade,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,chamber,33%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,sova,33%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,cypher,33%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,skye,33%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,breach,33%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,sage,17%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,phoenix,17%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,killjoy,17%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,kayo,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,jett,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,gekko,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),All Maps,yoru,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,raze,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,omen,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,viper,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,fade,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,chamber,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,sova,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,cypher,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,skye,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,breach,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,sage,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,phoenix,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,killjoy,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,kayo,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,jett,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,gekko,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Icebox,yoru,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,raze,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,omen,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,viper,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,fade,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,chamber,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,sova,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,cypher,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,skye,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,breach,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,sage,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,killjoy,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,kayo,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,jett,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,gekko,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Split,yoru,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,raze,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,omen,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,viper,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,fade,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,sova,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,cypher,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,skye,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,breach,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,sage,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,killjoy,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,kayo,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,jett,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,gekko,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Elimination (A),Sunset,yoru,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,omen,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,raze,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,viper,83%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,cypher,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,gekko,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,fade,33%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,yoru,17%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,breach,17%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,skye,17%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,killjoy,17%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,kayo,17%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,jett,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,sage,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,sova,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),All Maps,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,omen,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,raze,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,viper,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,cypher,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,gekko,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,fade,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,yoru,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,breach,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,skye,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,killjoy,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,kayo,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,jett,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,sage,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,sova,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Bind,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,omen,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,raze,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,viper,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,cypher,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,gekko,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,fade,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,yoru,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,breach,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,skye,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,killjoy,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,kayo,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,jett,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,sage,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,sova,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Lotus,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,omen,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,raze,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,viper,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,cypher,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,gekko,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,fade,50%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,yoru,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,breach,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,skye,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,killjoy,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,kayo,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,jett,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,harbor,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,sage,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,sova,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,brimstone,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Decider (A),Sunset,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,viper,80%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,sova,60%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,kayo,40%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,jett,40%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,brimstone,40%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,raze,40%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,cypher,30%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,skye,30%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,omen,30%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,killjoy,30%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,yoru,20%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,gekko,20%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,breach,10%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,harbor,10%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,fade,10%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,sage,10%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,iso,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,neon,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,phoenix,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,reyna,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,deadlock,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,clove,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,chamber,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),All Maps,astra,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,viper,100%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,sova,0%
Champions Tour 2024: EMEA Kickoff,Group Stage,Opening (B),Bind,kayo,25%
