Tournament,Stage,Match Type,Map,Agent,Pick Rate
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Ascent,deadlock,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Ascent,reyna,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Ascent,sage,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Ascent,clove,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Ascent,chamber,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Ascent,astra,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,sova,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,cypher,50%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,omen,50%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,raze,100%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,breach,50%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,jett,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,viper,50%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,yoru,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,skye,100%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,killjoy,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,kayo,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,harbor,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,gekko,50%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,brimstone,50%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,iso,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,neon,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,fade,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,phoenix,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,deadlock,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,reyna,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,sage,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,clove,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,chamber,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Bind,astra,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,sova,100%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,cypher,100%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,omen,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,raze,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,breach,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,jett,50%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,viper,100%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,yoru,100%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,skye,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,killjoy,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,kayo,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,harbor,50%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,gekko,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,brimstone,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,iso,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,neon,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,fade,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,phoenix,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,deadlock,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,reyna,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,sage,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,clove,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,chamber,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Breeze,astra,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,sova,100%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,cypher,100%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,omen,100%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,raze,100%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,breach,100%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,jett,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,viper,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,yoru,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,skye,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,killjoy,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,kayo,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,harbor,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,gekko,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,brimstone,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,iso,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,neon,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,fade,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,phoenix,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,deadlock,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,reyna,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,sage,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,clove,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,chamber,0%
Champions Tour 2024: China Stage 1,Playoffs,Knockout Round,Sunset,astra,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,viper,75%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,raze,75%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,omen,75%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,kayo,38%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,cypher,38%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,skye,38%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,gekko,38%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,jett,25%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,brimstone,25%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,sova,25%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,killjoy,25%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,astra,13%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,fade,13%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,breach,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,iso,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,neon,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,harbor,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,phoenix,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,reyna,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,sage,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,deadlock,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,clove,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,chamber,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,All Maps,yoru,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,viper,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,raze,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,omen,100%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,kayo,100%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,cypher,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,skye,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,gekko,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,jett,100%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,brimstone,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,sova,100%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,killjoy,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,astra,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,fade,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,breach,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,iso,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,neon,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,harbor,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,phoenix,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,reyna,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,sage,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,deadlock,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,clove,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,chamber,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Ascent,yoru,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,viper,100%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,raze,100%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,omen,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,kayo,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,cypher,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,skye,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,gekko,100%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,jett,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,brimstone,100%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,sova,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,killjoy,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,astra,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,fade,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,breach,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,iso,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,neon,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,harbor,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,phoenix,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,reyna,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,sage,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,deadlock,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,clove,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,chamber,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Bind,yoru,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,viper,100%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,raze,100%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,omen,100%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,kayo,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,cypher,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,skye,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,gekko,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,jett,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,brimstone,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,sova,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,killjoy,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,astra,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,fade,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,breach,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,iso,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,neon,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,harbor,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,phoenix,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,reyna,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,sage,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,deadlock,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,clove,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,chamber,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Lotus,yoru,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,viper,100%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,raze,100%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,omen,100%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,kayo,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,cypher,100%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,skye,100%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,gekko,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,jett,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,brimstone,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,sova,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,killjoy,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,astra,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,fade,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,breach,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,iso,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,neon,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,harbor,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,phoenix,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,reyna,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,sage,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,deadlock,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,clove,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,chamber,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Semifinals,Split,yoru,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,kayo,75%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,harbor,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,viper,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,sova,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,cypher,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,jett,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,gekko,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,omen,25%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,killjoy,25%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,astra,25%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,clove,25%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,yoru,25%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,iso,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,fade,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,breach,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,deadlock,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,neon,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,phoenix,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,raze,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,reyna,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,sage,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,skye,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,chamber,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,All Maps,brimstone,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,kayo,100%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,harbor,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,viper,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,sova,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,cypher,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,jett,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,gekko,100%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,omen,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,killjoy,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,astra,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,clove,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,yoru,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,iso,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,fade,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,breach,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,deadlock,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,neon,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,phoenix,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,raze,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,reyna,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,sage,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,skye,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,chamber,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Icebox,brimstone,0%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Breeze,kayo,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Breeze,harbor,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Breeze,viper,50%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Breeze,sova,100%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Breeze,cypher,100%
Champions Tour 2024: China Stage 1,Playoffs,Upper Final,Breeze,jett,50%
